ts_epoch,vmrss_kb,vmhwm_kb,threads,fds,vm_size_kb,mmc_writes_completed,mmc_sectors_written,mmc_ms_writing,loop_writes_completed,loop_sectors_written
1789769493,26848,27780,9,1275064,10,7762 16054360 42472,6297 501776 15821
1789769494,26848,27780,9,1275064,10,7762 16054360 42472,6297 501776 15821
1789769495,26848,27780,9,1275064,10,7762 16054360 42472,6297 501776 15821
1789769496,26848,27780,9,1275064,10,7762 16054360 42472,6297 501776 15821
1789769497,26848,27780,9,1275064,10,7762 16054360 42472,6297 501776 15821
1789769498,26848,27780,9,1275064,10,7762 16054360 42472,6297 501776 15821
1789769499,26848,27780,9,1275064,10,7762 16054360 42472,6297 501776 15821
1789769500,26848,27780,9,1275064,10,7762 16054360 42472,6297 501776 15821
1789769501,26848,27780,9,1275064,10,7762 16054360 42472,6297 501776 15821
1789769502,26848,27780,9,1275064,10,7762 16054360 42472,6297 501776 15821
1789769503,26848,27780,9,1275064,10,7762 16054360 42472,6297 501776 15821
1789769504,26848,27780,9,1275064,10,7762 16054360 42472,6297 501776 15821
1789769505,26848,27780,9,1275064,10,7762 16054360 42472,6297 501776 15821
1789769506,26848,27780,9,1275064,11,7762 16054360 42472,6297 501776 15821
1789769507,26848,27780,9,1275064,11,7762 16054360 42472,6297 501776 15821
1789769508,26848,27780,9,1275064,11,7762 16054360 42472,6297 501776 15821
1789769509,26848,27780,9,1275064,10,7762 16054360 42472,6297 501776 15821
1789769510,26848,27780,9,1275064,10,7762 16054360 42472,6297 501776 15821
1789769511,26848,27780,9,1275064,11,7762 16054360 42472,6297 501776 15821
1789769512,26848,27780,9,1275064,11,7762 16054360 42472,6297 501776 15821
1789769513,26848,27780,9,1275064,11,7762 16054360 42472,6297 501776 15821
1789769514,26848,27780,9,1275064,10,7762 16054360 42472,6297 501776 15821
